iter	Logloss
453	0.2703967239
454	0.2703522452
455	0.2703308873
456	0.2702909677
457	0.2702566126
458	0.2702081332
459	0.2701721076
460	0.2700671351
461	0.2700320811
462	0.2699977694
463	0.2699393813
464	0.2698800133
465	0.2698100043
466	0.2697676111
467	0.2696881528
468	0.2696320892
469	0.2695729791
470	0.2695247341
471	0.269513969
472	0.2694693037
473	0.2694282194
474	0.269381168
475	0.2693276693
476	0.269268713
477	0.2692235708
478	0.2691756244
479	0.2691606699
480	0.2691164883
481	0.2690568636
482	0.2690021026
483	0.2689922028
484	0.2688931699
485	0.2688313618
486	0.2687887079
487	0.2687404925
488	0.2686914409
489	0.2686488885
490	0.2685948049
491	0.2685857422
492	0.2685072678
493	0.2684505855
494	0.2684116921
495	0.2683372924
496	0.2683010963
497	0.2682390329
498	0.26819994
499	0.2681447794
500	0.2680985052
501	0.2680644758
502	0.2680211655
503	0.2679764472
504	0.2679470196
505	0.2678829154
506	0.2678556013
507	0.2677813804
508	0.2677227932
509	0.2676825697
510	0.2675962099
511	0.2675427794
512	0.2674975507
513	0.267459085
514	0.2674037236
515	0.2673763836
516	0.267328225
517	0.2672951192
518	0.2672053043
519	0.2671618307
520	0.2671283428
521	0.2671127949
522	0.2670609325
523	0.2670320422
524	0.2669944497
525	0.2669219411
526	0.2668443821
527	0.2668113324
528	0.2667463801
529	0.2666704232
530	0.2666283323
531	0.2665954586
532	0.2665601274
533	0.2665205676
534	0.2664932964
535	0.2664211345
536	0.2663875029
537	0.2663490872
538	0.2663094295
539	0.2662199089
540	0.2661788578
541	0.2661456738
542	0.2661140082
543	0.2660804519
544	0.2660514307
545	0.2660219429
546	0.2659779563
547	0.2659402651
548	0.2658971579
549	0.2658785983
550	0.2658336226
551	0.2657894389
552	0.2657536542
553	0.2657116661
554	0.2656528306
555	0.2656262534
556	0.2655659682
557	0.2654951596
558	0.2654252618
559	0.2653554233
560	0.2653192022
561	0.2652878444
562	0.2652732114
563	0.2652450117
564	0.2651794435
565	0.2651353168
566	0.2650806144
567	0.2650169088
568	0.264986255
569	0.2649434506
570	0.2648909521
571	0.2648257584
572	0.264793902
573	0.2647266072
574	0.2647112667
575	0.2646734851
576	0.2646202845
577	0.2645559568
578	0.264494227
579	0.2644568412
580	0.2643890776
581	0.2643394251
582	0.2642870185
583	0.2642542694
584	0.2641922948
585	0.2641760743
586	0.2641298706
587	0.2641000897
588	0.264057971
589	0.2640111612
590	0.2639711556
591	0.2639493152
592	0.2639296853
593	0.2638701816
594	0.2638313459
595	0.2637759707
596	0.263738566
597	0.2637250081
598	0.2636851787
599	0.2636484476
600	0.2636411868
601	0.2636181932
602	0.2635818936
603	0.2635750803
604	0.2635056296
605	0.2634648401
606	0.2633864314
607	0.2633476801
608	0.2633237433
609	0.2632815448
610	0.2632213238
611	0.2631743933
612	0.2631100612
613	0.2630746928
614	0.263010268
615	0.2629711437
616	0.2629308275
617	0.2628757635
618	0.2628626988
619	0.2628180016
620	0.2627401288
621	0.2626917102
622	0.2626496054
623	0.2626077323
624	0.2625901452
625	0.2625573244
626	0.2625170917
627	0.2624592485
628	0.2624147066
629	0.2623914333
630	0.2623543111
631	0.2623034224
632	0.2622611654
633	0.2622026322
634	0.2621539146
635	0.2620876135
636	0.2620682632
637	0.2620360913
638	0.2620044242
639	0.261971213
640	0.2619499202
641	0.2618983511
642	0.26184966
643	0.2617942765
644	0.2617568259
645	0.2617282269
646	0.2616915253
647	0.2616522189
648	0.2616090863
649	0.2615727755
650	0.2615320899
651	0.2614905985
652	0.2614656924
653	0.2614252255
654	0.2613901787
655	0.2613432841
656	0.2613059308
657	0.2612650322
658	0.2612133365
659	0.2612000133
660	0.2611642593
661	0.2611329451
662	0.261096657
663	0.2610690301
664	0.2610229182
665	0.2610027397
666	0.2609562857
667	0.2609283091
668	0.2609149473
669	0.2608873745
670	0.2608196743
671	0.2608144357
672	0.260762059
673	0.2607212404
674	0.2606881665
675	0.2606388162
676	0.260611658
677	0.2605640077
678	0.2605517403
679	0.2605150802
680	0.2604821463
681	0.2604489937
682	0.2604046866
683	0.2603738948
684	0.2603500388
685	0.2603203953
686	0.260266626
687	0.2602263789
688	0.2601894988
689	0.2601523586
690	0.2601165746
691	0.260080516
692	0.2600352489
693	0.259952817
694	0.2599078428
695	0.2598889696
696	0.2598684364
697	0.2598580298
698	0.2598210869
699	0.2597798395
700	0.2597463323
701	0.2597096791
702	0.2596753489
703	0.2596499751
704	0.2596128397
705	0.2595563295
706	0.259540357
707	0.2595063972
708	0.2594395877
709	0.259408352
710	0.2593701714
711	0.2593403256
712	0.2592791827
713	0.2592489156
714	0.2592247306
715	0.2592009987
716	0.2591473588
717	0.2591074009
718	0.2590644678
719	0.2590354091
720	0.2590055735
721	0.2589675559
722	0.2589288484
723	0.2589080654
724	0.2588604508
725	0.2588320793
726	0.2588070483
727	0.2587827297
728	0.2587722422
729	0.2587377712
730	0.2587154771
731	0.2586830302
732	0.2586509738
733	0.258616039
734	0.2585913819
735	0.2585522747
736	0.2584764202
737	0.2584527653
738	0.2584028908
739	0.2583692707
740	0.2583001963
741	0.2582594609
742	0.2582429613
743	0.2582148701
744	0.2581758978
745	0.2581252291
746	0.2580834602
747	0.2580373331
748	0.2579596242
749	0.2579417239
750	0.2579034612
751	0.2578505054
752	0.2577778852
753	0.2577162312
754	0.2577035681
755	0.2576519222
756	0.2576250389
757	0.2575977714
758	0.2575814443
759	0.2575294601
760	0.2574805357
761	0.257465995
762	0.257448244
763	0.2574195978
764	0.2573887834
765	0.2573412554
766	0.2573126046
767	0.2572622178
768	0.257229285
769	0.2571646768
770	0.2571235991
771	0.257112563
772	0.2570911287
773	0.2570532082
774	0.2570060834
775	0.2569517789
776	0.2569243216
777	0.2568818968
778	0.2568703744
779	0.2568284225
780	0.2568107371
781	0.2567646327
782	0.2567277432
783	0.256658798
784	0.256604867
785	0.2565545281
786	0.2565422425
787	0.2565149452
788	0.2564620328
789	0.2564135385
790	0.2563603219
791	0.2563237452
792	0.2562826977
793	0.2562276193
794	0.2561692922
795	0.2561601221
796	0.2561544494
797	0.256132014
798	0.2560889304
799	0.256054229
800	0.2560048382
801	0.2559634325
802	0.2559229633
803	0.2558947874
804	0.2558663682
805	0.2558347328
806	0.2558258643
807	0.2557895409
808	0.2557393355
809	0.2557039242
810	0.2556622973
811	0.2556584629
812	0.255644134
813	0.255634206
814	0.255549174
815	0.2555124868
816	0.2554993661
817	0.2554514136
818	0.2554116369
819	0.2553941988
820	0.2553520619
821	0.2553136396
822	0.2552354599
823	0.2551883498
824	0.2551350245
825	0.2551147337
826	0.2550733551
827	0.2550423597
828	0.2549744879
829	0.2549123372
830	0.2548946538
831	0.2548509882
832	0.2548030544
833	0.2547589963
834	0.2547387899
835	0.2546942943
836	0.2546654395
837	0.2546288195
838	0.2546073686
839	0.2545718074
840	0.2545152638
841	0.2544552633
842	0.254428702
843	0.2543788064
844	0.2543317646
845	0.2543087652
846	0.2542647269
847	0.2542268351
848	0.2541950903
849	0.254162432
850	0.2541231839
851	0.2541144904
852	0.2540689266
853	0.2540343524
854	0.2539985293
855	0.2539400697
856	0.2538845321
857	0.2538673075
858	0.2538163373
859	0.2537981923
860	0.2537720088
861	0.2537147154
862	0.2536605957
863	0.2536504297
864	0.2535891365
865	0.253585514
866	0.2535492874
867	0.2535053573
868	0.2534867064
869	0.2534602434
870	0.2534503077
871	0.253389571
872	0.2533698693
873	0.2532981491
874	0.2532650206
875	0.2532170171
876	0.2531670153
877	0.2531588058
878	0.2531253557
879	0.2530970546
880	0.2530651108
881	0.2529940572
882	0.2529726655
883	0.2529365504
884	0.2529207161
885	0.2528830365
886	0.2528256968
887	0.2527898715
888	0.2527427491
889	0.2527319398
890	0.2526957039
891	0.2526703362
892	0.2526317502
893	0.2525868782
894	0.25256033
895	0.2525489446
896	0.2525234448
897	0.252486905
898	0.2524536267
899	0.2524379892
900	0.2524140592
901	0.2524094478
902	0.2523779131
903	0.2523735593
904	0.2523545414
905	0.25228913
906	0.2522803189
907	0.2522354249
908	0.2521998736
909	0.2521909992
910	0.2521744163
911	0.2521438854
912	0.2521239856
913	0.2521120527
914	0.2520518717
915	0.2520339284
916	0.2519973025
917	0.2519521623
918	0.2519131294
919	0.2519036748
920	0.2518690993
921	0.2518307541
922	0.2518166877
923	0.2517704921
924	0.2517084047
925	0.2516740859
926	0.2516635998
927	0.2516362905
928	0.251629339
929	0.2515775716
930	0.2515414303
931	0.2515030239
932	0.2514847894
933	0.2514294241
934	0.2514096719
935	0.2513951033
936	0.2513620608
937	0.2513174429
938	0.2512762798
939	0.2512089281
940	0.2511911291
941	0.2511648613
942	0.2511327489
943	0.2511140091
944	0.2511024842
945	0.2510736896
946	0.2510393536
947	0.2510038255
948	0.2509725327
949	0.2509436067
950	0.2509117626
951	0.2509003571
952	0.250859724
953	0.2508506046
954	0.2508003857
955	0.2507705723
956	0.2507442261
957	0.2507361485
958	0.2506967829
959	0.2506768374
960	0.2506432485
961	0.2506123195
962	0.2505633439
963	0.2505443447
964	0.2505030684
965	0.2504535733
966	0.2504258431
967	0.2503682753
968	0.2503498884
969	0.2503222268
970	0.2502942525
971	0.250267975
972	0.2502269613
973	0.2501836618
974	0.2501542836
975	0.2501028375
976	0.2500576319
977	0.250020208
978	0.2499789036
979	0.2499305286
980	0.2499051444
981	0.249874142
982	0.2498541511
983	0.2498008733
984	0.2497507525
985	0.2497246453
986	0.2496831134
987	0.2496493184
988	0.2496151917
989	0.249583467
990	0.2495616528
991	0.2495399603
992	0.2494853191
993	0.2494800467
994	0.2494421316
995	0.2494275539
996	0.2493879279
997	0.2493494229
998	0.2493121461
999	0.2492875152
